,onehot_cities__city_Algona,onehot_cities__city_Auburn,onehot_cities__city_Beaux Arts Village,onehot_cities__city_Bellevue,onehot_cities__city_Black Diamond,onehot_cities__city_Bothell,onehot_cities__city_Burien,onehot_cities__city_Carnation,onehot_cities__city_Clyde Hill,onehot_cities__city_Covington,onehot_cities__city_Des Moines,onehot_cities__city_Duvall,onehot_cities__city_Enumclaw,onehot_cities__city_Fall City,onehot_cities__city_Federal Way,onehot_cities__city_Inglewood-Finn Hill,onehot_cities__city_Issaquah,onehot_cities__city_Kenmore,onehot_cities__city_Kent,onehot_cities__city_Kirkland,onehot_cities__city_Lake Forest Park,onehot_cities__city_Maple Valley,onehot_cities__city_Medina,onehot_cities__city_Mercer Island,onehot_cities__city_Milton,onehot_cities__city_Newcastle,onehot_cities__city_Normandy Park,onehot_cities__city_North Bend,onehot_cities__city_Pacific,onehot_cities__city_Preston,onehot_cities__city_Ravensdale,onehot_cities__city_Redmond,onehot_cities__city_Renton,onehot_cities__city_Sammamish,onehot_cities__city_SeaTac,onehot_cities__city_Seattle,onehot_cities__city_Shoreline,onehot_cities__city_Skykomish,onehot_cities__city_Snoqualmie,onehot_cities__city_Snoqualmie Pass,onehot_cities__city_Tukwila,onehot_cities__city_Vashon,onehot_cities__city_Woodinville,onehot_cities__city_Yarrow Point,log__sqft_lot,cbrt__sqft_living,cbrt__sqft_basement,cbrt__sqft_above,remainder__bedrooms,remainder__bathrooms,remainder__floors,remainder__waterfront,remainder__view,remainder__condition
4332,-0.03708794707761376,-0.19925597109387938,-0.016577115836059118,-0.2566822899037206,-0.04389512813061715,-0.07797889184417119,-0.11437215926734369,-0.06644554941850724,-0.04978610265551848,-0.10133716048106597,-0.11801515411874224,-0.10540925533894792,-0.08146881698903666,-0.04693232544639363,5.439506898066974,-0.016577115836059298,-0.20659424042698596,-0.11920606685498902,-0.21160368475757488,-0.2087533991372949,-0.08481889296799314,-0.14990633779917134,-0.04389512813061543,-0.13378001241812323,-0.023446803861612235,-0.09116056881941789,-0.06849995618019072,-0.10804236090984111,-0.040633400024836404,-0.023446803861612256,-0.04389512813061573,-0.22875152942551685,-0.26211121699831824,-0.1939800974873597,-0.08316026287998346,-0.7165985720844881,-0.161923871889133,-0.023446803861612242,-0.12271332882303632,-0.016577115836059603,-0.08804509063255954,-0.08481889296799386,-0.15369465587356457,-0.03316790634033356,-0.2850320518221022,-0.06889156028634716,-0.7843612106099295,0.30330120822077755,0.6827523125912578,0.12407321099502704,0.9036612437350545,-0.08481889296799176,-0.31239054758308615,-0.6748573224463761
1940,-0.03708794707761376,-0.19925597109387938,-0.016577115836059118,-0.2566822899037206,-0.04389512813061715,-0.07797889184417119,-0.11437215926734369,-0.06644554941850724,-0.04978610265551848,-0.10133716048106597,-0.11801515411874224,-0.10540925533894792,-0.08146881698903666,-0.04693232544639363,-0.18384019337403296,-0.016577115836059298,-0.20659424042698596,-0.11920606685498902,-0.21160368475757488,-0.2087533991372949,-0.08481889296799314,-0.14990633779917134,-0.04389512813061543,-0.13378001241812323,-0.023446803861612235,-0.09116056881941789,-0.06849995618019072,-0.10804236090984111,-0.040633400024836404,-0.023446803861612256,-0.04389512813061573,-0.22875152942551685,-0.26211121699831824,-0.1939800974873597,-0.08316026287998346,1.3954814298487397,-0.161923871889133,-0.023446803861612242,-0.12271332882303632,-0.016577115836059603,-0.08804509063255954,-0.08481889296799386,-0.15369465587356457,-0.03316790634033356,-0.07777987707124787,-1.3523418940487815,-0.7843612106099295,-1.0145162892308357,-0.4382302845364725,-1.4842832278293958,-0.9510480470434052,-0.08481889296799176,-0.31239054758308615,-0.6748573224463761
1783,-0.03708794707761376,-0.19925597109387938,-0.016577115836059118,-0.2566822899037206,-0.04389512813061715,-0.07797889184417119,-0.11437215926734369,-0.06644554941850724,-0.04978610265551848,-0.10133716048106597,-0.11801515411874224,-0.10540925533894792,-0.08146881698903666,-0.04693232544639363,-0.18384019337403296,-0.016577115836059298,-0.20659424042698596,-0.11920606685498902,-0.21160368475757488,-0.2087533991372949,-0.08481889296799314,-0.14990633779917134,-0.04389512813061543,-0.13378001241812323,-0.023446803861612235,-0.09116056881941789,-0.06849995618019072,-0.10804236090984111,-0.040633400024836404,-0.023446803861612256,-0.04389512813061573,-0.22875152942551685,-0.26211121699831824,-0.1939800974873597,-0.08316026287998346,1.3954814298487397,-0.161923871889133,-0.023446803861612242,-0.12271332882303632,-0.016577115836059603,-0.08804509063255954,-0.08481889296799386,-0.15369465587356457,-0.03316790634033356,-0.44991055769299426,-0.5826855118614119,1.2633794404604732,-1.5845343573474482,-0.4382302845364725,0.12407321099502704,-0.9510480470434052,-0.08481889296799176,-0.31239054758308615,2.2990902001986697
3948,-0.03708794707761376,-0.19925597109387938,-0.016577115836059118,-0.2566822899037206,-0.04389512813061715,12.823983213282334,-0.11437215926734369,-0.06644554941850724,-0.04978610265551848,-0.10133716048106597,-0.11801515411874224,-0.10540925533894792,-0.08146881698903666,-0.04693232544639363,-0.18384019337403296,-0.016577115836059298,-0.20659424042698596,-0.11920606685498902,-0.21160368475757488,-0.2087533991372949,-0.08481889296799314,-0.14990633779917134,-0.04389512813061543,-0.13378001241812323,-0.023446803861612235,-0.09116056881941789,-0.06849995618019072,-0.10804236090984111,-0.040633400024836404,-0.023446803861612256,-0.04389512813061573,-0.22875152942551685,-0.26211121699831824,-0.1939800974873597,-0.08316026287998346,-0.7165985720844881,-0.161923871889133,-0.023446803861612242,-0.12271332882303632,-0.016577115836059603,-0.08804509063255954,-0.08481889296799386,-0.15369465587356457,-0.03316790634033356,0.19566849962373253,0.7770703751931639,1.684837072299423,-0.44568608779779384,1.803734909718988,1.4107583620545652,-0.9510480470434052,-0.08481889296799176,-0.31239054758308615,2.2990902001986697
39,-0.03708794707761376,-0.19925597109387938,-0.016577115836059118,-0.2566822899037206,-0.04389512813061715,-0.07797889184417119,-0.11437215926734369,-0.06644554941850724,-0.04978610265551848,-0.10133716048106597,-0.11801515411874224,-0.10540925533894792,-0.08146881698903666,-0.04693232544639363,-0.18384019337403296,-0.016577115836059298,-0.20659424042698596,-0.11920606685498902,-0.21160368475757488,-0.2087533991372949,-0.08481889296799314,-0.14990633779917134,-0.04389512813061543,-0.13378001241812323,-0.023446803861612235,-0.09116056881941789,-0.06849995618019072,-0.10804236090984111,-0.040633400024836404,-0.023446803861612256,-0.04389512813061573,-0.22875152942551685,-0.26211121699831824,-0.1939800974873597,-0.08316026287998346,1.3954814298487397,-0.161923871889133,-0.023446803861612242,-0.12271332882303632,-0.016577115836059603,-0.08804509063255954,-0.08481889296799386,-0.15369465587356457,-0.03316790634033356,-0.22599435251289268,0.43053690717094506,1.4119097124356408,-0.3701779046762397,-0.4382302845364725,0.44574449875991157,-0.9510480470434052,-0.08481889296799176,2.2400260477085716,0.8121164388761469
1855,-0.03708794707761376,-0.19925597109387938,-0.016577115836059118,-0.2566822899037206,-0.04389512813061715,-0.07797889184417119,-0.11437215926734369,-0.06644554941850724,-0.04978610265551848,-0.10133716048106597,-0.11801515411874224,-0.10540925533894792,-0.08146881698903666,-0.04693232544639363,-0.18384019337403296,-0.016577115836059298,-0.20659424042698596,-0.11920606685498902,-0.21160368475757488,-0.2087533991372949,-0.08481889296799314,-0.14990633779917134,-0.04389512813061543,-0.13378001241812323,-0.023446803861612235,-0.09116056881941789,14.598549484754765,-0.10804236090984111,-0.040633400024836404,-0.023446803861612256,-0.04389512813061573,-0.22875152942551685,-0.26211121699831824,-0.1939800974873597,-0.08316026287998346,-0.7165985720844881,-0.161923871889133,-0.023446803861612242,-0.12271332882303632,-0.016577115836059603,-0.08804509063255954,-0.08481889296799386,-0.15369465587356457,-0.03316790634033356,0.35203382121401094,-1.030137026021544,-0.7843612106099295,-0.6836836877030107,-0.4382302845364725,-1.4842832278293958,-0.9510480470434052,-0.08481889296799176,-0.31239054758308615,0.8121164388761469
1928,-0.03708794707761376,-0.19925597109387938,-0.016577115836059118,-0.2566822899037206,-0.04389512813061715,-0.07797889184417119,-0.11437215926734369,-0.06644554941850724,-0.04978610265551848,-0.10133716048106597,-0.11801515411874224,-0.10540925533894792,-0.08146881698903666,-0.04693232544639363,-0.18384019337403296,-0.016577115836059298,-0.20659424042698596,-0.11920606685498902,-0.21160368475757488,-0.2087533991372949,-0.08481889296799314,-0.14990633779917134,-0.04389512813061543,-0.13378001241812323,-0.023446803861612235,-0.09116056881941789,-0.06849995618019072,-0.10804236090984111,-0.040633400024836404,-0.023446803861612256,-0.04389512813061573,-0.22875152942551685,-0.26211121699831824,-0.1939800974873597,-0.08316026287998346,1.3954814298487397,-0.161923871889133,-0.023446803861612242,-0.12271332882303632,-0.016577115836059603,-0.08804509063255954,-0.08481889296799386,-0.15369465587356457,-0.03316790634033356,-2.093315082046089,-0.7540152306635802,-0.7843612106099295,-0.40016813296878917,-0.4382302845364725,-0.519269364534742,2.758370534513514,-0.08481889296799176,-0.31239054758308615,-0.6748573224463761
4061,-0.03708794707761376,-0.19925597109387938,-0.016577115836059118,-0.2566822899037206,-0.04389512813061715,-0.07797889184417119,-0.11437215926734369,-0.06644554941850724,-0.04978610265551848,-0.10133716048106597,-0.11801515411874224,-0.10540925533894792,-0.08146881698903666,-0.04693232544639363,-0.18384019337403296,-0.016577115836059298,4.840405995507436,-0.11920606685498902,-0.21160368475757488,-0.2087533991372949,-0.08481889296799314,-0.14990633779917134,-0.04389512813061543,-0.13378001241812323,-0.023446803861612235,-0.09116056881941789,-0.06849995618019072,-0.10804236090984111,-0.040633400024836404,-0.023446803861612256,-0.04389512813061573,-0.22875152942551685,-0.26211121699831824,-0.1939800974873597,-0.08316026287998346,-0.7165985720844881,-0.161923871889133,-0.023446803861612242,-0.12271332882303632,-0.016577115836059603,-0.08804509063255954,-0.08481889296799386,-0.15369465587356457,-0.03316790634033356,3.0163253162126344,2.3368465672306336,-0.7843612106099295,2.773458186897587,0.6827523125912578,2.054100937584334,0.9036612437350545,-0.08481889296799176,-0.31239054758308615,0.8121164388761469
2493,-0.03708794707761376,-0.19925597109387938,-0.016577115836059118,-0.2566822899037206,-0.04389512813061715,-0.07797889184417119,-0.11437215926734369,-0.06644554941850724,-0.04978610265551848,-0.10133716048106597,-0.11801515411874224,-0.10540925533894792,-0.08146881698903666,-0.04693232544639363,-0.18384019337403296,-0.016577115836059298,-0.20659424042698596,-0.11920606685498902,-0.21160368475757488,-0.2087533991372949,-0.08481889296799314,-0.14990633779917134,-0.04389512813061543,-0.13378001241812323,-0.023446803861612235,-0.09116056881941789,-0.06849995618019072,-0.10804236090984111,-0.040633400024836404,-0.023446803861612256,-0.04389512813061573,-0.22875152942551685,-0.26211121699831824,-0.1939800974873597,-0.08316026287998346,1.3954814298487397,-0.161923871889133,-0.023446803861612242,-0.12271332882303632,-0.016577115836059603,-0.08804509063255954,-0.08481889296799386,-0.15369465587356457,-0.03316790634033356,-0.558669546463174,-0.09280750905438524,1.3402405019068437,-0.9961507633691606,-0.4382302845364725,0.12407321099502704,-0.9510480470434052,-0.08481889296799176,-0.31239054758308615,0.8121164388761469
398,-0.03708794707761376,-0.19925597109387938,-0.016577115836059118,-0.2566822899037206,-0.04389512813061715,-0.07797889184417119,-0.11437215926734369,-0.06644554941850724,-0.04978610265551848,-0.10133716048106597,-0.11801515411874224,-0.10540925533894792,-0.08146881698903666,-0.04693232544639363,5.439506898066974,-0.016577115836059298,-0.20659424042698596,-0.11920606685498902,-0.21160368475757488,-0.2087533991372949,-0.08481889296799314,-0.14990633779917134,-0.04389512813061543,-0.13378001241812323,-0.023446803861612235,-0.09116056881941789,-0.06849995618019072,-0.10804236090984111,-0.040633400024836404,-0.023446803861612256,-0.04389512813061573,-0.22875152942551685,-0.26211121699831824,-0.1939800974873597,-0.08316026287998346,-0.7165985720844881,-0.161923871889133,-0.023446803861612242,-0.12271332882303632,-0.016577115836059603,-0.08804509063255954,-0.08481889296799386,-0.15369465587356457,-0.03316790634033356,0.4320837364384677,0.6422146191107508,-0.7843612106099295,1.0334487964085723,0.6827523125912578,0.44574449875991157,0.9036612437350545,-0.08481889296799176,-0.31239054758308615,-0.6748573224463761
2986,-0.03708794707761376,5.018670178414904,-0.016577115836059118,-0.2566822899037206,-0.04389512813061715,-0.07797889184417119,-0.11437215926734369,-0.06644554941850724,-0.04978610265551848,-0.10133716048106597,-0.11801515411874224,-0.10540925533894792,-0.08146881698903666,-0.04693232544639363,-0.18384019337403296,-0.016577115836059298,-0.20659424042698596,-0.11920606685498902,-0.21160368475757488,-0.2087533991372949,-0.08481889296799314,-0.14990633779917134,-0.04389512813061543,-0.13378001241812323,-0.023446803861612235,-0.09116056881941789,-0.06849995618019072,-0.10804236090984111,-0.040633400024836404,-0.023446803861612256,-0.04389512813061573,-0.22875152942551685,-0.26211121699831824,-0.1939800974873597,-0.08316026287998346,-0.7165985720844881,-0.161923871889133,-0.023446803861612242,-0.12271332882303632,-0.016577115836059603,-0.08804509063255954,-0.08481889296799386,-0.15369465587356457,-0.03316790634033356,-0.10526157776146322,-1.5186781184729758,-0.7843612106099295,-1.185306526484236,-0.4382302845364725,-1.4842832278293958,-0.9510480470434052,-0.08481889296799176,-0.31239054758308615,2.2990902001986697
538,-0.03708794707761376,-0.19925597109387938,-0.016577115836059118,-0.2566822899037206,-0.04389512813061715,-0.07797889184417119,-0.11437215926734369,-0.06644554941850724,-0.04978610265551848,-0.10133716048106597,-0.11801515411874224,-0.10540925533894792,-0.08146881698903666,-0.04693232544639363,-0.18384019337403296,-0.016577115836059298,-0.20659424042698596,-0.11920606685498902,-0.21160368475757488,-0.2087533991372949,-0.08481889296799314,-0.14990633779917134,-0.04389512813061543,-0.13378001241812323,-0.023446803861612235,-0.09116056881941789,-0.06849995618019072,-0.10804236090984111,-0.040633400024836404,-0.023446803861612256,-0.04389512813061573,-0.22875152942551685,-0.26211121699831824,-0.1939800974873597,-0.08316026287998346,1.3954814298487397,-0.161923871889133,-0.023446803861612242,-0.12271332882303632,-0.016577115836059603,-0.08804509063255954,-0.08481889296799386,-0.15369465587356457,-0.03316790634033356,-1.968211366499603,-1.7784029167495854,-0.7843612106099295,-1.451986019010949,-1.5592128816642028,-0.8409406522996267,0.9036612437350545,-0.08481889296799176,-0.31239054758308615,-0.6748573224463761
1644,-0.03708794707761376,-0.19925597109387938,-0.016577115836059118,-0.2566822899037206,-0.04389512813061715,-0.07797889184417119,-0.11437215926734369,-0.06644554941850724,-0.04978610265551848,-0.10133716048106597,-0.11801515411874224,-0.10540925533894792,-0.08146881698903666,-0.04693232544639363,-0.18384019337403296,-0.016577115836059298,4.840405995507436,-0.11920606685498902,-0.21160368475757488,-0.2087533991372949,-0.08481889296799314,-0.14990633779917134,-0.04389512813061543,-0.13378001241812323,-0.023446803861612235,-0.09116056881941789,-0.06849995618019072,-0.10804236090984111,-0.040633400024836404,-0.023446803861612256,-0.04389512813061573,-0.22875152942551685,-0.26211121699831824,-0.1939800974873597,-0.08316026287998346,-0.7165985720844881,-0.161923871889133,-0.023446803861612242,-0.12271332882303632,-0.016577115836059603,-0.08804509063255954,-0.08481889296799386,-0.15369465587356457,-0.03316790634033356,1.6866019832860562,2.031353798212448,-0.7843612106099295,2.4597851870418506,4.045700103974449,3.019114800878988,-0.023693401654175293,-0.08481889296799176,-0.31239054758308615,2.2990902001986697
